idx,query,text,negative_score,neutral_score,positive_score,compound_score
192,cops,Clashes During Religious Procession in Delhi's Jahangirpuri  Cops Injured Adequate Forces Deployed Two policemen -- one sub-inspector and one constable -- have been injured in the incident. Whether or not the two recei... India by News ,0.134,0.819,0.047,-0.5423
193,cops,Calling the Nigerian Police cops is just another level of crazy ,0.194,0.806,0.0,-0.34
194,cops,“Didnt I tell you that you cant get your way just by saying sorry? What kind of perverted request is that the bathwater of a fairy mascot. Can I call the cops on you?,0.158,0.842,0.0,-0.6655
195,cops,whenever I first saw people using acab I thought it meant assigned coochie at birth now I know it means all cops are bastards,0.167,0.833,0.0,-0.6124
196,cops,Haha YO!! Since its coming up…Who remembers  in Boulder before it was legal and everyone would go to Farrand Field and smoke in a mob!! People would take picture and send them to the cops  Times have changed  day,0.0,0.864,0.136,0.6876
197,cops,Police refute claims that infant died due to cops stopping traffic inKalyandurg ,0.342,0.658,0.0,-0.6369
198,cops,I wonder how that girl who was screaming the n-slur from :ish am to :ish am is doing. I'm pretty sure the cops tased her cuz she was screaming and it wasn't even the I'm racist and drunk screaming from her earlier in the night.,0.25,0.653,0.097,-0.8271
199,cops,Police refute claims that infant died due to cops stopping traffic in Kalyandurg- The New IndianExpress ,0.271,0.729,0.0,-0.6369
200,cops,Does Being Robbed Bother Me? Sometimes But Then At Other Times It's Like... Did Somebody Just Grab My Ass?? Cause Fuck Everyone Want To Grab My Ass And It Tickles To Much To Say No I Have To Warn Cops That I Will Get Serotonin Release If They Even Touch Me Like That Friskylol,0.3,0.632,0.068,-0.9531
201,cops,Calling the Nigerian Police cops is just another level of crazy ,0.194,0.806,0.0,-0.34
202,cops,“Didnt I tell you that you cant get your way just by saying sorry? What kind of perverted request is that the bathwater of a fairy mascot. Can I call the cops on you?,0.158,0.842,0.0,-0.6655
203,state violence,Join Delaware State University and Local and National Organizations dedicated to social justice at the Creating Safe Spaces: Promoting Wellness and Disrupting Sexual Assault and Intimate Partner Violence event on April th AM-PM. Register here: ,0.149,0.491,0.36,0.8481
204,state violence,If the government tries to genocide queer people then optics no longer matter. It's a game of survival and in a game of survival vs the state you need to make the cost of attacking you as high as possible in order to deter aggression. That means violence. ,0.215,0.765,0.021,-0.886
205,state violence,In March of last year U.S. Secretary of State Antony Blinken accused forces from Amhara of committing 'acts of ethnic cleansing.' WesternTigray has seen some of the worst violence in the war' TigrayGenocide @EmilyThornberry @PreetKGillMP @SteveReedMP ,0.307,0.665,0.028,-0.9325
206,state violence,All patterns are same murder men enslave woman  children. Rape killing loots violence  inhumanity are true signs of any Islamic state. Above that all UN never did anything to stop supply of weapons to these retarded monsters. Weapon industry is flourished by terrorists. ,0.516,0.445,0.039,-0.9885
207,state violence,If you are in any abusive situation call  Lagos State Domestic and sexual violence agencyIf you are not in Lagos call they will refer you.Their service is free and them go carry the matter pass you.  Domestic violence is a crime.,0.293,0.626,0.081,-0.926
208,state violence,Despite profound gratitude for her freedom Pam still feels the affects of state sanctioned violence. Let's heal communities and families with restorative justice and let's start by doing the right thing now for an innocent woman. freemelissalucio  ,0.139,0.656,0.205,0.4936
209,state violence,State Violence/State Control - Discharge  LINEMUSIC,0.0,1.0,0.0,0.0
210,state violence,My research as well as other studies confirm that the peasants of Colombia and their subsistence economies have survived more than  decades of the state's violence and its paramilitaries groups onslaught.,0.109,0.747,0.144,0.0772
211,state violence,You may expect liberals to be horrified but keep in mind what they watch on TV. They love shit like this this is the violence of their hearts' desire and the State Dept knows how to sell it. ,0.223,0.557,0.22,-0.0516
212,state violence,Hello @KTRTRS @hydcitypolice why this hatemonger is still not behind the bars ? He should  be arrested for spreading venom and hate in the name of religion and try instigate communal violence. Please arrest this insect before he disturb the peace in our city and state. ,0.268,0.635,0.097,-0.8807
213,state violence,The United States shall guarantee to every State in this Union a Republican Form of Government and shall protect each of them against Invasion; and on Application of the Legislature or of the Executive (when the Legislature cannot be convened) against domestic Violence.,0.083,0.768,0.149,0.3182
214,state violence,Which is why the state monopoly on violence cannot work in India just like the USA the citizens must have the right to own personal protection weapons. Illegally the other community does keep weapons and explosives. ,0.223,0.721,0.056,-0.8126
215,state violence,the youth were legitimate reformists who had had enough of their (Islamic) clergys hypocrisy while the other (GoK-allied clergy) which ultimately became mainstream accused them of pursuing a hidden external “extremist” agenda to create a state of anarchy through violence. ,0.145,0.806,0.048,-0.6369
216,state violence,The State Departments civil rights concern ring hollow after decades of pushing zero-tolerance policing militarization and mass incarceration in El Salvador:  ,0.0,1.0,0.0,0.0
217,state violence,A stable nation  society is build on the premise of state having complete monopoly over violence. The worst thing this govt has done is allowing mobs to run amuck. The silence of state on violence against minorities is nothing short of state sanctioned impunity. HateSpeech,0.226,0.734,0.04,-0.9022
218,state violence,Can everyone categorically state that they are against violence and would not raise their hands against their spouse?  Also commit to report and stopping domestic violence   That's the way to start changing the tide against this menace  Zerotolerancefordomesticviolence,0.278,0.677,0.045,-0.9072
219,state violence,An exhibit featuring six stories of survivors of sexual assault will be the first project the Center for Sexual and Relationship Violence Support Services displays in recognition of Sexual Assault Awareness Month. ,0.276,0.66,0.064,-0.875
220,state violence,Traffic violence is a criminal act that threatens the health safety and welfare of our citizens and should be treated as a crime.   Speeding car rams several pedestrians including child and Chicago police sergeant in Near North neighborhood ,0.287,0.654,0.059,-0.8957
221,state violence,Violence and Threats to Free Speech in El Salvador - United States Department of State ,0.3,0.435,0.265,-0.2023
222,state violence,Worst @CMofKarnataka ever faced by Karnataka State. After he became @BSBommai CM Terror of the Saffron Terrorism beyond the bar their violence is extremely like Taliban activities which Sponsored  Promoted by @HMOKarnataka @narendramodi @PMOIndi @siddaramaiah @RahulGandhi ,0.313,0.579,0.108,-0.9119
223,state violence,Muslims shouldnt get into nuances of not being shown as aggressors by media while defending their life and property. No law in the world cancels the right to defence  Hindutava terrorísts have unleashed planned violence against IM with state support and world is silently watching,0.19,0.733,0.077,-0.7184
224,state violence,The State Department said on Sunday it was concerned about violence in El Salvador as well as recently passed legislation that criminalizes reporting on some gang activities. Last Tuesday the El S…... ,0.113,0.829,0.058,-0.4588
225,state violence,Thank you Coach Kerr for continuing to take action to EndGunViolence. Your dedication to this movement will help us create a safer America. @warriors @bradybuzz' ' ,0.0,0.664,0.336,0.8442
226,state violence,Recruiting for Ukraine  An old article showing UKs role in recruiting Nazis for Ukraine.  ,0.0,1.0,0.0,0.0
227,state violence,'American Traditions' Racerback Tank Top  Modern American culture is a complex melting pot of old struggles and divisions set upon a canvas of modern technology paranoia and violence by the state,0.243,0.706,0.051,-0.7783
228,state violence,My tweets are in no way a result of Imran Khan's anti-US rhetoric. I totally disagree with IK's anti-US/EU stance. My sentiments just got boiled over witnessing a state-sponsored violence against Muslims in India. And US is inviting Hindia's DEF and FRN ministers for a meeting!!!,0.2,0.754,0.046,-0.8303
229,state violence,It's so shameful how criminal remarks like this don't warrant state action. Hezbollah is enabling false narratives actively erasing Lebanon's image and consistently deterring Lebanon from reconstruction in neutrality.   The goal isn't violence. it is peace. ,0.147,0.615,0.238,0.5326
230,state violence,Resist state violence with Bitcoin ,0.506,0.494,0.0,-0.6249
231,state violence,Strongly protest US's + with a Hindu-nationalist India. The US is a diverse pluralist state where I've seen Muslims praying in a Synagogue. But India as a state is a patron to the violence meted out to Muslims and the destruction of their worshipping places in the country.,0.222,0.656,0.122,-0.8176
232,state violence,'American Traditions' Magnet  Modern American culture is a complex melting pot of old struggles and divisions set upon a canvas of modern technology paranoia and violence by the state against its,0.249,0.751,0.0,-0.8225
233,state violence,The state sanctioned impunity afforded to ABVP's violence must end. The goons have no place within a university campus.,0.283,0.717,0.0,-0.743
234,state violence,Daily horror escalating in this country at an unfathomable pace. The violence in JNU campus to the fire which refuses to stop in Khargone. Mainstream news twisting the narrative as usual because it is the gaslighting tool of the state. I do not recognise this country anymore.,0.228,0.772,0.0,-0.9081
235,state violence,US is losing all the love and admiration for its values-based system. US is hurting sentiments of the moderate liberal voices who aspire to do  be what the US stands for. US is pampering India a Hindu-nationalist and extremist state that patronizes violence against Muslims!,0.172,0.692,0.137,-0.2481
236,state violence,California has the most gun laws compared to any other state. Even with these regulations gun violence still occurs too often. California considers more laws to pass to reduce gun violence and the negative effects of gun violence in communities. LW ,0.448,0.552,0.0,-0.9794
237,state violence,global attention western lead proxy war in ukraine against russia.  well the zionist state so-called Israel continued blood terror genocide against people of profeta jesus. Palestine.  ,0.225,0.71,0.065,-0.7351
238,state violence,Abolish conversion therapy! All or nothing! We will defend ourselves against state sanctioned violence towards trans people through excluding us from the conversion therapy ban. ,0.265,0.735,0.0,-0.8513
239,state violence,A state that can establish what is true (WMDs in Iraq) is a state that can justify violence. It is in this sense that decentralized cryptographic truth is the ultimate check on every abusive state...  ,0.196,0.684,0.12,-0.6369
240,state violence,“Instead of receiving support my neighbors are vilified for wanting this to end. When we try to advocate we risk getting frozen out by the city state or whoever simply for saying whats obvious to everyone here: Current strategies are not working.” ,0.047,0.893,0.06,0.1531
241,state violence,Thread: .Clearly @SecBlinken has no better things to do at the moment that to attack the US ally ElSalvador on free speech as @nayibbukele follows legal procedures in arrests of gang members responsible for a murder spree.  ,0.245,0.513,0.241,-0.296
242,state violence,We renew our call on all armed actors to renounce  end human rights abuses  violence against civilians. The US reiterates its call for all foreign forces to withdraw from Ethiopia as well as regional state to remove their forces from neighboring regions. ,0.158,0.799,0.043,-0.765
243,state violence,Violence is a key health determinant- within a geopolitical context allows the identification of state/regional violence  the interrelated use of physical  sexual interpersonal violence key to health WHO Understanding Geopolitical Determinants of Health  ,0.304,0.667,0.03,-0.9201
244,state violence,In RamNavami rally Hyderabad calling for establishment of a Hindu state along with calls of violence were raised  “Har minar pe lagaenge Hindu ka jhanda” “talwar uthega” Jo Ram ka naam na le usko Bharat se bhagana hain: BJP RajaSingh  @KTRTRS @TelanganaDGP Pl take action ,0.087,0.913,0.0,-0.6249
245,state violence,During her time in the state legislature Madeline founded and served as co-chair of the PA SAFE Caucus a group of legislators dedicated to ending gun violence.”  Madeline Dean PA @RepDean    ResistanceUnited ,0.065,0.756,0.179,0.6408
246,state violence,In March of last year U.S. Secretary of State Antony Blinken accused forces from Amhara of committing 'acts of ethnic cleansing.' WesternTigray has seen some of the worst violence in the war' TigrayGenocide @PreetKGillMP @SteveReedMP @EmilyThornberry  ,0.307,0.665,0.028,-0.9325
